,scenario,intent,status,answer_annotation,suggested_entities,question,review,remove
3458,alarm,remove,nan,remove my early alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
3459,alarm,remove,nan,delete my [time : six am] alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
3460,alarm,remove,nan,clear my [time : nine am] alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
3463,alarm,set,nan,i need to get going at [time : eight am] [date : tomorrow] set up an alarm [time : thirty minutes before that],"date, time",How would you ask your PDA to set an alarm?,True,False
3464,alarm,set,nan,[event_name : mike will send me an email] [date : tomorrow] can you please set up an alarm [time : fifteen minutes] after receiving that email,"date, time",How would you ask your PDA to set an alarm?,True,False
3465,alarm,set,nan,if my package shows that it is for [order_type : delivery] [date : tomorrow] can you set up an alarm [time : one hour after] thank you,"date, time",How would you ask your PDA to set an alarm?,True,False
3469,alarm,query,nan,do i have any alarms set for [time : six am] [date : tomorrow],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
3470,alarm,query,nan,show me my alarms i have set,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
3471,alarm,query,nan,what alarms have i set for [date : tomorrow],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
3490,alarm,set,nan,please set an alarm for [time : seven hundred and thirty am] [date : tomorrow],"date, time",How would you ask your PDA to set an alarm?,False,False
3491,alarm,set,nan,i'd like an alarm set for this [date : saturday] at [time : ten],"date, time",How would you ask your PDA to set an alarm?,False,False
3492,alarm,set,nan,set an [time : eight hundred am] alarm for next [date : tuesday],"date, time",How would you ask your PDA to set an alarm?,False,False
3530,alarm,set,nan,wake me up at this time,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,True,False
3532,alarm,set,nan,set a new alarm for that time,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,True,False
3536,alarm,set,nan,set alarm for [time : six am] [date : everyday],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
3537,alarm,set,nan,set alarm for [date : tomorrow] [timeofday : morning] at [time : six am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
3560,alarm,set,MOD_XL,set alarm for [timeofday : noon] [date : tomorrow],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
3561,alarm,set,nan,can you set the alarm for [time : one hundred and thirty],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
3562,alarm,set,nan,set alarm for [date : sixth of june two thousand seventeen] at [time : five am],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
3566,alarm,remove,nan,cancel all alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
3567,alarm,remove,nan,cancel alarm for [date : tomorrow],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
3568,alarm,remove,nan,cancel alarm for [date : tenth of march two thousand seventeen],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
3594,alarm,remove,nan,remove all alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
3595,alarm,remove,nan,remove alarms set for [date : tomorrow],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
3596,alarm,remove,nan,remove all alarms set [date : today],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
3636,alarm,set,nan,set my alarm for [date : sunday] at [time : nine] in the [timeofday : morning],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
3637,alarm,set,nan,set an alarm for me for [date : tomorrow] at [time : seven pm],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
3638,alarm,set,nan,i need an alarm for [date : sunday] at [time : eight am] can you please set one for me,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
3669,alarm,query,nan,what time is my alarm set for,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
3670,alarm,query,nan,what time am i waking up [date : tomorrow],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
3712,alarm,set,nan,please set the alarm for [time : eight pm] [date : wednesday] [timeofday : evening],"date, time",How would you ask your PDA to set an alarm?,False,False
3713,alarm,set,nan,at [time : seven am] [date : tomorrow] [timeofday : morning] ring the alarm,"date, time",How would you ask your PDA to set an alarm?,False,False
3727,alarm,set,nan,set an alarm for [time : eight am],"date, time",How would you ask your PDA to set an alarm?,False,False
3728,alarm,set,nan,please set my alarm for [time : five pm],"date, time",How would you ask your PDA to set an alarm?,False,False
3729,alarm,set,nan,i need an alarm for [time : nine pm],"date, time",How would you ask your PDA to set an alarm?,False,False
3775,alarm,remove,nan,remove the latest alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
3776,alarm,set,nan,change alarm setting,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
3786,alarm,set,nan,let me know when it is [time : ten],nan,How would you ask your PDA what time it is?,False,False
3804,alarm,set,nan,please set an alarm at [time : seven am] [date : tomorrow] [timeofday : morning],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
3805,alarm,set,nan,send me a [alarm_type : wake up] alert at [time : seven am] [date : tomorrow] [timeofday : morning],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
3806,alarm,set,nan,i would like a [alarm_type : wake up] alarm at [time : seven am] [date : tomorrow],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
3809,alarm,remove,nan,please turn off the alarm,socket_type,Write what you would tell your PDA in the following scenario: You want to turn on or off your smart plug socket.,False,False
3821,alarm,set,nan,remind me at [time : one thousand three hundred],"date, time",How would you ask your PDA to set an alarm?,False,False
3822,alarm,set,nan,wake me at [time : daybreak],"date, time",How would you ask your PDA to set an alarm?,False,False
3823,alarm,set,nan,get me to alarm settings,"date, time",How would you ask your PDA to set an alarm?,True,False
3847,alarm,set,nan,i need to get up at [time : seven am],"date, time",How would you ask your PDA to set an alarm?,False,False
3848,alarm,set,nan,is my alarm set for [time : seven am],"date, time",How would you ask your PDA to set an alarm?,False,False
3892,alarm,remove,nan,turn off all of my alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
3893,alarm,remove,nan,turn off my alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
3894,alarm,remove,nan,take off my alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
3948,alarm,query,nan,when are the next three alarms set to go off,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,True,False
3963,alarm,set,nan,set up an alarm clock at [time : one pm],nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4033,alarm,set,nan,set an alarm for [time : seven am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4034,alarm,set,nan,make an alarm for the [timeofday : morning],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4035,alarm,set,nan,create an alarm for [time : five pm],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4075,alarm,set,nan,i need an alarm set for [time : five hundred and thirty am] [date : tomorrow],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4076,alarm,set,nan,i want an alarm for [time : three] [date : today],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4077,alarm,set,nan,set my alarm to go off in [time : an hour],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,True,False
4086,alarm,query,nan,do i have an alarm set for [date : tomorrow],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4087,alarm,query,nan,what alarms are set for [date : this week],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4088,alarm,query,nan,find any alarms i have set for [date : today],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,True,False
4152,alarm,set,nan,wake me up at [time : seven am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4153,alarm,set,nan,i need a [time : six am] wakeup call,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4154,alarm,set,nan,get me up at [time : eight am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4158,alarm,set,nan,set alarm for [time : nine am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4159,alarm,set,nan,please set an alarm for me,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4160,alarm,set,nan,set an alarm for me for [date : tomorrow],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4164,alarm,query,nan,list alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
4165,alarm,query,nan,tell me about alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
4166,alarm,query,nan,please read me my alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
4189,alarm,set,nan,wake me up at [time : five am] [timeofday : every morning],"event_name, event_requency, time",Write what you would tell your PDA in the following scenario: you want to set a repeating reminder in your calendar.,False,False
4237,alarm,remove,nan,i need to delete the alarm for church on [date : sundays] at [time : eleven am],"date, time",How would you ask your PDA to remove an alarm you have set.,True,False
4238,alarm,remove,nan,please remove the alarm that is set for [date : weekdays] at [time : nine],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4239,alarm,remove,nan,i no longer need the daily [time : five pm] alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4289,alarm,query,nan,what time do i have my alarm set for [date : tomorrow],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4290,alarm,query,nan,is the alarm to the backdoor set and ready to go,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,True
4291,alarm,query,nan,what is the [alarm_type : wake up] time for my alarm i have set for the flight [date : this weekend],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4313,alarm,query,nan,list current set alarms,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4314,alarm,query,nan,what alarms are currently set,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4315,alarm,query,nan,any alarms currently listed,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4334,alarm,remove,nan,please remove the alarm set for [date : wednesday] called [event_name : kickball],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4335,alarm,remove,nan,please delete the [date : wednesday] [timeofday : evening] alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4336,alarm,remove,nan,i do not need the alarm for kickball on [date : wednesday] [timeofday : evening] any longer,"date, time",How would you ask your PDA to remove an alarm you have set.,True,False
4377,alarm,query,nan,show me all of my active alarms,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4378,alarm,query,nan,show me the alarms that are set,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4396,alarm,set,nan,i need you to set an alarm,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4397,alarm,set,nan,can you set an alarm for me,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4404,alarm,set,nan,set an alarm for [time : nine pm],"date, time",How would you ask your PDA to set an alarm?,False,False
4405,alarm,set,nan,alert me in [time : three hours],"date, time",How would you ask your PDA to set an alarm?,False,False
4408,alarm,set,nan,change my alarms to [time_zone : mountain] time,"location_start, location_stop, time",How would you ask your PDA to convert a time between two time zones?,False,False
4413,alarm,query,nan,are there any alarms for [date : today],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
4414,alarm,query,nan,how many alarms are set,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
4415,alarm,query,nan,show me the list of alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
4426,alarm,set,nan,please wake me up at [time : eight am],"date, time",How would you ask your PDA to set an alarm?,False,False
4427,alarm,set,nan,set my alarm for [time : eight am],"date, time",How would you ask your PDA to set an alarm?,False,False
4428,alarm,set,nan,alarm me at [time : eight am],"date, time",How would you ask your PDA to set an alarm?,False,False
4438,alarm,set,nan,please set an alarm at [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
4439,alarm,set,nan,set an alarm at [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
4440,alarm,set,nan,could you please set an alarm at [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
4470,alarm,remove,nan,remove all of my alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4471,alarm,remove,nan,remove my [alarm_type : wake up] alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4472,alarm,remove,nan,Get rid of my current alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4488,alarm,set,IRR_XL,its ok,"date, time",How would you ask your PDA to set an alarm?,False,True
4489,alarm,set,IRR_XL,volume check,"date, time",How would you ask your PDA to set an alarm?,False,True
4490,alarm,set,IRR_XL,quality of sound check,"date, time",How would you ask your PDA to set an alarm?,False,True
4538,alarm,query,nan,what time is my alarm set for [date : tomorrow] [timeofday : morning],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4539,alarm,set,nan,i need to set an alarm [date : tomorrow] at [time : one thousand two hundred pm] to remind me to [event_name : take my medication],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4540,alarm,set,nan,i want to set an alarm when i'm driving home [date : tomorrow] to remember to [event_name : stop at the store and get food],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,True,False
4555,alarm,set,nan,please put on an alarm for [time : eight am],"date, time",How would you ask your PDA to set an alarm?,False,False
4556,alarm,set,nan,please set my alarm clock for [time : eight am],"date, time",How would you ask your PDA to set an alarm?,False,False
4557,alarm,set,nan,i need an alarm set for [time : eight am],"date, time",How would you ask your PDA to set an alarm?,False,False
4560,alarm,query,nan,just to confirm you set the alarm to go off at [time : eight hundred],nan,How would you tell your PDA to confirm a setting,False,False
4569,alarm,query,nan,which alarms are set in the [device_type : phone],nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4570,alarm,query,nan,what is wake up time,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4571,alarm,query,nan,is there an alarm at [time : four am],nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4587,alarm,query,nan,what alarm time have you set,nan,How would you ask your PDA to tell you about the alarms it has set.,True,False
4588,alarm,query,nan,what time have you set the alarm,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4589,alarm,query,nan,let me know the alarm time,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4598,alarm,query,nan,do i currently have any alarms set,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4599,alarm,query,nan,what alarms do i have set right now,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4600,alarm,query,nan,is my reminder alarm set for [event_name : dance class],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4616,alarm,query,nan,remind me about my alarms [date : today],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4617,alarm,query,nan,what alarms did i set [date : today],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4618,alarm,query,nan,let me know about any alarms set [date : today],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4679,alarm,remove,nan,remove the alarm set for [time : four hundred am],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4680,alarm,remove,nan,disable all alarms set for [date : today],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4681,alarm,remove,nan,snooze all [date : today's] alarms permanently,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4784,alarm,query,nan,please read out all the alarms that are set,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4786,alarm,query,nan,could you tell me about the alerts i have set,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4811,alarm,set,nan,set an alarm for [time : ten] o'clock [date : tomorrow] [timeofday : morning],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4812,alarm,set,nan,wake me up at [time : ten],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4813,alarm,set,nan,i need to get up at [time : ten] [date : tomorrow],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
4885,alarm,query,nan,review set alarms,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4886,alarm,query,nan,review all alarms,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
4892,alarm,remove,nan,remove my earliest alarm for [date : tomorrow],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4893,alarm,remove,nan,delete the [event_name : meeting] alarm at [time : two pm] on [date : tuesday],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4894,alarm,remove,nan,get rid of my [alarm_type : wake up] alarm set for [date : saturday],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
4947,alarm,set,nan,alert me at [time : two hundred and thirty],"date, time",How would you ask your PDA to set an alarm?,False,False
4948,alarm,set,nan,wake me up at [time : nine am],"date, time",How would you ask your PDA to set an alarm?,False,False
4975,alarm,query,nan,what alarm do i have set for [date : today],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4976,alarm,query,nan,what time will my alarm wake me up,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
4977,alarm,query,nan,do i have an alarm set for [date : today],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5000,alarm,query,nan,have i set any alarms in the [timeofday : morning],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5001,alarm,query,nan,at what time is my alarm set,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5002,alarm,set,IRR_XL,postpone my alarm by [time : fifteen minutes],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,True,False
5026,alarm,set,nan,set an alarm for [time : seven thirty am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5027,alarm,set,nan,wake me up at [time : eight] o'clock,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5028,alarm,set,nan,remind me at [time : six thirty pm],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5052,alarm,remove,nan,disable the alarm at [time : ten am],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5053,alarm,remove,nan,cancel the alarm at [time : four am] [time : ten pm],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5054,alarm,remove,nan,turn off this alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,True,False
5074,alarm,query,nan,can you tell me about the alarm called bed,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5075,alarm,query,nan,what's my next scheduled alarm,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5076,alarm,query,nan,what's the description for the alarm at [time : eleven am],nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5099,alarm,query,nan,show my alarms,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5100,alarm,query,nan,list all of my alarms,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5101,alarm,query,nan,all alarms,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5135,alarm,remove,IRR_XL,ask them to remember to always to lock the door and keep a careful watch on their keys,"date, time",How would you ask your PDA to remove an alarm you have set.,False,True
5136,alarm,remove,IRR_XL,teach [relation : children] to never answer the door when home alone,"date, time",How would you ask your PDA to remove an alarm you have set.,False,True
5137,alarm,remove,IRR_XL,show them where the keys to internal locks are located in case they have to exit your home quickly,"date, time",How would you ask your PDA to remove an alarm you have set.,False,True
5147,alarm,query,nan,what alarms are coming up,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5148,alarm,query,nan,please tell me about upcoming alarms,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5149,alarm,query,nan,show me the alarms i've set,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5159,alarm,set,nan,tell me when it is [time : five pm],nan,Write what you would tell your PDA in the following scenario: You want to the time.,False,False
5224,alarm,set,nan,set an alarm for [time : six thirty am],"date, time",How would you ask your PDA to set an alarm?,False,False
5225,alarm,set,nan,set alarm for [time : one hour from now],"date, time",How would you ask your PDA to set an alarm?,False,False
5226,alarm,set,nan,set an alarm for [date : thursday] at [time : seven pm],"date, time",How would you ask your PDA to set an alarm?,False,False
5249,alarm,query,nan,please list all my alarms,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5250,alarm,query,nan,what alarms do i have set,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,True,False
5251,alarm,query,nan,how many alarms are currently on my phone,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5270,alarm,set,nan,set an alarm for [time : five am],"date, time",How would you ask your PDA to set an alarm?,False,False
5271,alarm,set,nan,please set an alarm for [time : ten pm],"date, time",How would you ask your PDA to set an alarm?,False,False
5272,alarm,set,nan,can you set an alarm for [time : seven am],"date, time",How would you ask your PDA to set an alarm?,False,False
5275,alarm,set,nan,remind me at [time : five pm],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5276,alarm,set,IRR_XL,reminder,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,True
5286,alarm,remove,nan,cancel my alarm for [date : tomorrow] [timeofday : morning],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5287,alarm,remove,nan,do not wake me up [date : tomorrow],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5288,alarm,remove,nan,do not wake me up on [time : weekends],"date, time",How would you ask your PDA to remove an alarm you have set.,True,False
5291,alarm,set,nan,please we're the following alarm,"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,True
5292,alarm,set,nan,set alarm for [time : eight am] [date : tomorrow],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5293,alarm,set,nan,set an alarm for [date : tomorrow] [date : monday] at [time : eight am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5299,alarm,query,nan,list my different alarm,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5300,alarm,query,nan,what are my alarms,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5316,alarm,set,nan,wake me up [date : tomorrow] at [time : six am],"date, time",How would you ask your PDA to set an alarm?,False,False
5317,alarm,set,nan,set the alarm for [time : nine am] on [time : weekends],"date, time",How would you ask your PDA to set an alarm?,True,False
5318,alarm,set,nan,the set alarm for [time : nine pm] on [date : Thursday] [timeofday : night],"date, time",How would you ask your PDA to set an alarm?,False,False
5329,alarm,query,MOD,tell me what alarms are set for me,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5330,alarm,query,nan,list all of my upcoming alarms,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5331,alarm,query,MOD,what is on my alarm schedule,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5383,alarm,query,nan,please tell me what alarms are on,nan,Write what you would tell your PDA in the following scenario: you to know about any alarms you have set.,False,False
5390,alarm,set,nan,wake me up at [time : six thirty],"date, time",How would you ask your PDA to set an alarm?,False,False
5391,alarm,set,MOD,please set the alarm for [time : seven],"date, time",How would you ask your PDA to set an alarm?,False,False
5392,alarm,set,nan,set the alarm,"date, time",How would you ask your PDA to set an alarm?,False,False
5477,alarm,set,nan,wake me up in [time : thirty minutes],"date, time",How would you ask your PDA to set an alarm?,False,False
5478,alarm,set,nan,set an alarm for [time : eight pm],"date, time",How would you ask your PDA to set an alarm?,False,False
5479,alarm,set,nan,set an alarm for [time : five minutes from now],"date, time",How would you ask your PDA to set an alarm?,False,False
5480,alarm,query,nan,is my alarm set,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5481,alarm,set,nan,can you set my alarm,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5482,alarm,set,nan,please set my alarm,nan,How would you ask your PDA to tell you about the alarms it has set.,False,False
5510,alarm,remove,nan,remove my [time : six am] alarm,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5511,alarm,remove,nan,remove my [time : eight pm] alarm and set it to [time : seven pm],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,True,False
5512,alarm,set,nan,add a [time : five am] alarm in place of my [time : nine pm] alarm,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,True,False
5568,alarm,remove,nan,turn off my first alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5569,alarm,remove,nan,take away my alarm for [date : tomorrow] at [time : four thirty am],"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5570,alarm,remove,nan,turn off all alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5580,alarm,set,nan,turn on my first scheduled alarm,"date, time",How would you ask your PDA to set an alarm?,False,False
5581,alarm,set,nan,turn on an alarm for [time : three thirty pm] [date : today],"date, time",How would you ask your PDA to set an alarm?,False,False
5582,alarm,set,nan,set an alarm for [time : five am] [date : tomorrow] [timeofday : morning],"date, time",How would you ask your PDA to set an alarm?,False,False
5634,alarm,remove,nan,remove my work alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5635,alarm,remove,nan,remove my bedtime alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5636,alarm,remove,nan,remove [person : finlee's] bedtime alarm,"date, time",How would you ask your PDA to remove an alarm you have set.,False,False
5681,alarm,query,nan,what times are my alarms set for,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5682,alarm,query,nan,what days are my alarms set for,"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5690,alarm,set,nan,confirm that the alarm is set for [date : tomorrow],nan,How would you tell your PDA to confirm a setting,False,False
5723,alarm,set,nan,alarm time for [time : twelve pm],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5724,alarm,set,nan,set my alarm for [time : twelve pm],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5732,alarm,set,nan,make a new alarm,"date, time",How would you ask your PDA to set an alarm?,False,False
5733,alarm,set,nan,i need an alarm,"date, time",How would you ask your PDA to set an alarm?,False,False
5756,alarm,set,nan,please set the alarm for [date : tomorrow] [time : five am],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5757,alarm,set,nan,set the alarm for [date : tomorrow] [time : five am],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5758,alarm,set,nan,will you please set the alarm for [date : tomorrow] [time : five am],"date, time",Write what you would tell your PDA in the following scenario: you want to know about any alarms you have set.,False,False
5761,alarm,set,nan,set new alarm fo [time : five am],"date, time",How would you ask your PDA to set an alarm?,False,False
5762,alarm,set,nan,please create a new alarm,"date, time",How would you ask your PDA to set an alarm?,False,False
5763,alarm,set,nan,[time : six am] alarm please,"date, time",How would you ask your PDA to set an alarm?,False,False
5777,alarm,set,nan,new alarm for [time : six am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5778,alarm,set,nan,create an alarm for [time : six am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5779,alarm,set,nan,set an alarm for [time : six am],"date, time",Write what you would tell your PDA in the following scenario: to set an alarm.,False,False
5795,alarm,remove,nan,cancel alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,True,False
5796,alarm,remove,nan,cancel yoga alarms,"date, time",How would you ask your PDA to remove an alarm you have set.,True,False
