,scenario,intent,status,answer_annotation,suggested_entities,question,review,remove
4065,audio,volume_up,nan,make this a bit louder,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4066,audio,volume_up,nan,turn up the speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4067,audio,volume_mute,nan,be silent for [time : thirty minutes],player_setting,How would you ask your PDA not to speak for some time?,False,False
4128,audio,volume_down,nan,please lower the speaker volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4129,audio,volume_down,nan,lower the volume on the speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4130,audio,volume_down,nan,please adjust the speakers to a lower more comfortable level,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4198,audio,volume_mute,nan,i need to mute the speaker,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4199,audio,volume_up,nan,unmute the speaker now,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,True,False
4200,audio,volume_mute,nan,i want to mute the speaker,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4218,audio,volume_down,nan,slow down the speaker volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,True
4219,audio,volume_up,nan,increase the volume of the speaker,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4220,audio,volume_down,nan,slow the volume speaker,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,True
4221,audio,volume_mute,nan,mute for [time : fifteen minutes],player_setting,How would you ask your PDA not to speak for some time?,False,False
4222,audio,volume_mute,nan,please do not talk for [time : thirty minutes],player_setting,How would you ask your PDA not to speak for some time?,False,False
4223,audio,volume_mute,nan,mute enabled until i say so,player_setting,How would you ask your PDA not to speak for some time?,False,False
4248,audio,volume_mute,nan,mute the music,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4249,audio,volume_mute,nan,turn off the sounds,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4250,audio,volume_mute,nan,mute audio,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4267,audio,volume_mute,nan,sound off please,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4268,audio,volume_mute,nan,mute speakers please,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4323,audio,volume_mute,nan,mute immediately,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4324,audio,volume_mute,nan,please mute the volume control,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4435,audio,volume_mute,nan,keep quiet,player_setting,How would you ask your PDA not to speak for some time?,False,False
4436,audio,volume_mute,IRR_XL,stop it,player_setting,How would you ask your PDA not to speak for some time?,True,False
4437,audio,volume_mute,nan,please be silent,player_setting,How would you ask your PDA not to speak for some time?,False,False
4528,audio,volume_up,nan,increase the volume please,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
4529,audio,volume_down,nan,lower the volume please,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
4530,audio,volume_down,nan,can you turn that down,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
4551,audio,volume_up,nan,turn up the volume on my speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4552,audio,volume_up,nan,i want volume on my speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4553,audio,volume_mute,nan,mute my speakers for a minute here i need to make a call,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,True,False
4632,audio,volume_other,nan,change volume [change_amount : to thirty five percent],player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
4642,audio,volume_other,nan,change volume level [change_amount : to maximum],player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4643,audio,volume_down,nan,lower volume [change_amount : to half],player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4724,audio,volume_other,nan,give me the volume settings,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4727,audio,volume_mute,nan,please stop talking,player_setting,How would you ask your PDA not to speak for some time?,False,False
4728,audio,volume_mute,nan,please do not speak,player_setting,How would you ask your PDA not to speak for some time?,False,False
4729,audio,volume_mute,nan,please do not respond,player_setting,How would you ask your PDA not to speak for some time?,False,False
4747,audio,volume_up,nan,turn up volume,player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
4755,audio,volume_up,nan,turn up the volume on the music,player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
4789,audio,volume_up,nan,speak louder,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
4790,audio,volume_up,nan,raise speaker volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
4839,audio,volume_up,nan,raise the volume of the speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4840,audio,volume_down,nan,lower the volume of the speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4841,audio,volume_up,nan,raise the volume of the speakers [change_amount : to fifty five percent],player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4879,audio,volume_down,nan,lower volume of [device_type : music player],player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
4880,audio,volume_up,nan,raise volume [change_amount : to level seven] on [device_type : music player],player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
4881,audio,volume_mute,nan,disable [device_type : music player],player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
4903,audio,volume_other,nan,could you change the volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4904,audio,volume_down,nan,turn down the volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
4911,audio,volume_up,nan,please speak up,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
4912,audio,volume_down,nan,can you speak quieter please,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
4913,audio,volume_up,nan,please turn the volume to the [change_amount : loudest] setting,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
4921,audio,volume_mute,nan,turn sound off,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4922,audio,volume_mute,nan,mute sound,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4940,audio,volume_mute,nan,mute the audio,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4941,audio,volume_mute,nan,stop the audio,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
4972,audio,volume_up,nan,unmute,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5038,audio,volume_mute,nan,mute the settings,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5039,audio,volume_up,nan,please unmute the settings,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,True,False
5040,audio,volume_mute,nan,set the settings to mute,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5084,audio,volume_up,nan,turn up media volume,player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
5085,audio,volume_up,nan,adjust media volume up,player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
5086,audio,volume_up,nan,make media volume louder,player_setting,How would you ask your PDA to change some specific settings of your music player?,True,False
5129,audio,volume_up,nan,turn up the volume of my speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5130,audio,volume_up,nan,can you turn up the volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5131,audio,volume_up,nan,please turn up the speaker volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5203,audio,volume_down,nan,turn speaker volume down,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5204,audio,volume_down,nan,decrease speaker volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5205,audio,volume_other,nan,change volume settings in the negative,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,True
5222,audio,volume_mute,nan,mute the speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5223,audio,volume_mute,nan,set the speakers to mute,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5228,audio,volume_mute,nan,silence for certain amount of hours,player_setting,How would you ask your PDA not to speak for some time?,False,True
5229,audio,volume_mute,nan,do not talk,player_setting,How would you ask your PDA not to speak for some time?,False,False
5278,audio,volume_up,nan,unmute my sound,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,True,False
5279,audio,volume_up,nan,please turn my speakers on,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,True,False
5280,audio,volume_up,nan,i need to hear sound on my speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,True,False
5302,audio,volume_mute,nan,set to mute,player_setting,How would you ask your PDA not to speak for some time?,False,False
5303,audio,volume_mute,nan,be mute,player_setting,How would you ask your PDA not to speak for some time?,False,False
5312,audio,volume_down,nan,volume down,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5315,audio,volume_other,nan,adjust the volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5360,audio,volume_up,nan,can you increase the volume of the speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5361,audio,volume_up,nan,sound is low can you tune it up,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,True,False
5362,audio,volume_up,MOD,beef up the volume a little bit,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,True,False
5453,audio,volume_up,MOD,speaker volume increase,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5455,audio,volume_up,MOD,i need the volume to be louder,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5458,audio,volume_mute,IRR,by hide,player_setting,How would you ask your PDA not to speak for some time?,False,True
5459,audio,volume_mute,IRR,clear data,player_setting,How would you ask your PDA not to speak for some time?,False,True
5460,audio,volume_mute,IRR,not use,player_setting,How would you ask your PDA not to speak for some time?,False,True
5484,audio,volume_mute,nan,Shut down the sound,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5485,audio,volume_mute,nan,cut off noise,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5486,audio,volume_mute,nan,mute the volume,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5543,audio,volume_down,nan,turn down media volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5544,audio,volume_up,nan,turn up [media_type : music] please,player_setting,How would you ask your PDA to speaker louder or quieter?,True,False
5545,audio,volume_mute,nan,turn off media volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5599,audio,volume_down,nan,please talk softer,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5600,audio,volume_up,nan,turn volume up to highest level,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5627,audio,volume_down,nan,turn the volume down,player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
5647,audio,volume_up,nan,i need you to have the volume louder,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5648,audio,volume_down,nan,please speak quieter to me,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5649,audio,volume_other,nan,volume settings please,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5665,audio,volume_mute,nan,please mute my speaker,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5666,audio,volume_mute,nan,can you mute my speaker,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5667,audio,volume_mute,nan,help me to mute my speaker,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
5711,audio,volume_up,nan,can you turn the volume up,player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
5753,audio,volume_up,nan,change the volume level [change_amount : to nineteen] please,player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
5801,audio,volume_up,nan,turn the volume up,player_setting,Write what you would tell your PDA in the following scenario: You want to know what music is currently playing.,True,False
5854,audio,volume_mute,nan,silent mode on for the [time : next three hours],player_setting,How would you ask your PDA not to speak for some time?,False,False
5855,audio,volume_mute,nan,quiet on,player_setting,How would you ask your PDA not to speak for some time?,False,False
5901,audio,volume_up,nan,make sound louder,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5902,audio,volume_up,nan,turn up speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5903,audio,volume_up,nan,more volume please,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
5936,audio,volume_down,nan,please reduce the speaker volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5937,audio,volume_up,nan,make the speaker volume on [change_amount : maximum],player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
5938,audio,volume_mute,nan,turn the vibrate off from speaker,player_setting,How would you ask your PDA to speaker louder or quieter?,False,True
5978,audio,volume_up,nan,louder volume please,player_setting,Write what you would tell your PDA in the following scenario: You want to know what music is currently playing.,False,False
5992,audio,volume_up,nan,turn the volume up on [device_type : music player],player_setting,How would you ask your PDA to change some specific settings of your music player?,False,False
6022,audio,volume_up,nan,please increase volume in [device_type : music player],player_setting,Write what you would tell your PDA in the following scenario: You want to know what music is currently playing.,False,False
6029,audio,volume_mute,nan,please you don't speak in [time : eight to ten pm],player_setting,How would you ask your PDA not to speak for some time?,False,False
6030,audio,volume_mute,nan,please mute yourself,player_setting,How would you ask your PDA not to speak for some time?,False,False
6031,audio,volume_up,nan,please unmute yourself,player_setting,How would you ask your PDA not to speak for some time?,True,False
6045,audio,volume_up,nan,can you turn it up a little,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
6046,audio,volume_down,nan,can you make it a little quieter,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
6058,audio,volume_up,nan,turn up your volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6178,audio,volume_up,nan,turn my audio higher,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6179,audio,volume_down,nan,turn the music lower,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6180,audio,volume_up,nan,turn the sound up,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6290,audio,volume_down,nan,cut down the volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6330,audio,volume_up,nan,turn up the sound,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6349,audio,volume_mute,nan,mute for [time : one hour],player_setting,How would you ask your PDA not to speak for some time?,False,False
6350,audio,volume_mute,nan,set mute until said otherwise,player_setting,How would you ask your PDA not to speak for some time?,False,False
6367,audio,volume_up,nan,please increase the volume of the current song,player_setting,Write what you would tell your PDA in the following scenario: You want to know what music is currently playing.,False,False
6386,audio,volume_mute,nan,stay quiet,player_setting,How would you ask your PDA not to speak for some time?,False,False
6387,audio,volume_mute,nan,enter silence mode,player_setting,How would you ask your PDA not to speak for some time?,False,False
6388,audio,volume_mute,nan,don't make any sounds,player_setting,How would you ask your PDA not to speak for some time?,False,False
6429,audio,volume_down,nan,please change the volume lower of the speakers,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,True,False
6430,audio,volume_other,nan,can you change the volume at,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,True
6431,audio,volume_up,nan,Hey turn the volume high,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,True,False
6473,audio,volume_down,nan,reduce volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6626,audio,volume_mute,nan,please mute the [device_type : television] for [time : one hour],player_setting,How would you ask your PDA not to speak for some time?,True,False
6627,audio,volume_mute,nan,set [device_type : music system] to mute,player_setting,How would you ask your PDA not to speak for some time?,False,False
6628,audio,volume_mute,nan,can you set [device_type : radio] to mute,player_setting,How would you ask your PDA not to speak for some time?,True,False
6635,audio,volume_up,nan,raise your volume,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6636,audio,volume_up,nan,can you speak louder,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6671,audio,volume_up,nan,audio up,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
6672,audio,volume_mute,nan,turn off audio,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
6673,audio,volume_up,nan,audio on,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,True,False
6688,audio,volume_down,nan,too loud,player_setting,How would you ask your PDA to speaker louder or quieter?,False,False
6753,audio,volume_other,nan,set the default audio setting,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
6767,audio,volume_up,nan,turn up,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
6768,audio,volume_down,nan,decrease volume [change_amount : twenty percent],player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,True,False
6788,audio,volume_mute,nan,quiet,player_setting,How would you ask your PDA not to speak for some time?,False,False
6789,audio,volume_mute,nan,activate silent,player_setting,How would you ask your PDA not to speak for some time?,False,False
6894,audio,volume_up,nan,please raise the volume of speaker,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
6895,audio,volume_up,nan,i need a high volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,True,False
6896,audio,volume_down,nan,Please lower the volume,player_setting,Write what you would tell your PDA in the following scenario: You want to change the volume of the speakers.,False,False
6933,audio,volume_mute,nan,can you please be muted for a while,player_setting,How would you ask your PDA not to speak for some time?,False,False
6934,audio,volume_mute,nan,can you please stop speaking,player_setting,How would you ask your PDA not to speak for some time?,True,False
6935,audio,volume_mute,nan,i want you to mute,player_setting,How would you ask your PDA not to speak for some time?,False,False
7028,audio,volume_mute,nan,turn down the noise,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,False
7029,audio,volume_mute,nan,volume control,player_setting,Write what you would tell your PDA in the following scenario: You want to mute the speakers.,False,True
7066,audio,volume_mute,nan,don't speak for [time : an hour],player_setting,How would you ask your PDA not to speak for some time?,False,False
7067,audio,volume_mute,nan,don't respond for [time : fifty seconds],player_setting,How would you ask your PDA not to speak for some time?,False,False
7068,audio,volume_mute,nan,don't talk,player_setting,How would you ask your PDA not to speak for some time?,False,False
7189,audio,volume_mute,nan,please mute for [time : five minutes],player_setting,How would you ask your PDA not to speak for some time?,False,False
7190,audio,volume_mute,nan,no notifications for [time : five minutes],player_setting,How would you ask your PDA not to speak for some time?,False,False
7191,audio,volume_mute,nan,set to silent for [time : five minutes],player_setting,How would you ask your PDA not to speak for some time?,False,False
